"GEO_ID","NAME","B99283_001E","B99283_002E","B99283_003E","B99283_004E","B99283_005E"
"1400000US41067031912","Census Tract 319.12, Washington County, Oregon","1658","27","27","188","1462"
"1400000US41067032003","Census Tract 320.03, Washington County, Oregon","1859","57","57","214","1642"
"1400000US41067032004","Census Tract 320.04, Washington County, Oregon","868","11","11","74","794"
"1400000US41067032005","Census Tract 320.05, Washington County, Oregon","2035","62","62","146","1880"
"1400000US41067032107","Census Tract 321.07, Washington County, Oregon","773","4","4","107","666"
"1400000US41067032108","Census Tract 321.08, Washington County, Oregon","1529","23","23","149","1380"
"1400000US41067032109","Census Tract 321.09, Washington County, Oregon","1034","16","16","160","869"
"1400000US41067032110","Census Tract 321.10, Washington County, Oregon","969","28","28","84","879"
"1400000US41067032407","Census Tract 324.07, Washington County, Oregon","1900","36","36","162","1738"
"1400000US41067032408","Census Tract 324.08, Washington County, Oregon","2930","87","87","490","2440"
"1400000US41067032409","Census Tract 324.09, Washington County, Oregon","1524","36","36","117","1398"
"1400000US41039002202","Census Tract 22.02, Lane County, Oregon","2950","146","146","376","2477"
"1400000US41039003800","Census Tract 38, Lane County, Oregon","3561","34","34","240","3321"
"1400000US41039004200","Census Tract 42, Lane County, Oregon","1470","24","24","186","1284"
"1400000US41039004600","Census Tract 46, Lane County, Oregon","1270","18","18","148","1122"
"1400000US41039005100","Census Tract 51, Lane County, Oregon","1518","0","0","114","1404"
"1400000US41039003202","Census Tract 32.02, Lane County, Oregon","1802","39","39","249","1553"
"1400000US41039002501","Census Tract 25.01, Lane County, Oregon","1766","37","37","174","1592"
"1400000US41039002700","Census Tract 27, Lane County, Oregon","1594","44","44","256","1338"
"1400000US41039003201","Census Tract 32.01, Lane County, Oregon","1253","64","64","152","1065"
"1400000US41039001202","Census Tract 12.02, Lane County, Oregon","1762","26","26","224","1527"
"1400000US41039001500","Census Tract 15, Lane County, Oregon","1978","50","50","275","1703"
"1400000US41039001801","Census Tract 18.01, Lane County, Oregon","1962","23","23","184","1778"
"1400000US41039005400","Census Tract 54, Lane County, Oregon","2337","84","84","305","2015"
"1400000US41039004300","Census Tract 43, Lane County, Oregon","2812","187","187","372","2389"
"1400000US41039004700","Census Tract 47, Lane County, Oregon","1686","44","44","245","1430"
"1400000US41039005000","Census Tract 50, Lane County, Oregon","2240","101","101","414","1826"
"1400000US41039004403","Census Tract 44.03, Lane County, Oregon","2490","41","41","194","2288"
"1400000US41039004800","Census Tract 48, Lane County, Oregon","2059","40","40","280","1779"
"1400000US41039000903","Census Tract 9.03, Lane County, Oregon","2010","31","31","324","1680"
"1400000US41039001302","Census Tract 13.02, Lane County, Oregon","2109","47","47","260","1833"
"1400000US41039001600","Census Tract 16, Lane County, Oregon","1980","75","75","252","1673"
"1400000US41039002101","Census Tract 21.01, Lane County, Oregon","1099","31","31","112","979"
"1400000US41039003400","Census Tract 34, Lane County, Oregon","2002","17","17","189","1806"
"1400000US41039002102","Census Tract 21.02, Lane County, Oregon","2957","157","157","395","2562"
"1400000US41039002404","Census Tract 24.04, Lane County, Oregon","1616","50","50","283","1322"
"1400000US41039002800","Census Tract 28, Lane County, Oregon","1933","5","5","160","1768"
"1400000US41039004100","Census Tract 41, Lane County, Oregon","1701","52","52","309","1392"
"1400000US41039004900","Census Tract 49, Lane County, Oregon","1692","8","8","185","1499"
"1400000US41039005300","Census Tract 53, Lane County, Oregon","1014","48","48","185","798"
"1400000US41039000300","Census Tract 3, Lane County, Oregon","894","35","35","108","784"
"1400000US41039001101","Census Tract 11.01, Lane County, Oregon","2276","67","67","219","2057"
"1400000US41039001102","Census Tract 11.02, Lane County, Oregon","1362","47","47","160","1202"
"1400000US41039001400","Census Tract 14, Lane County, Oregon","987","20","20","137","838"
"1400000US41039001700","Census Tract 17, Lane County, Oregon","2175","49","49","341","1834"
"1400000US41039002401","Census Tract 24.01, Lane County, Oregon","1564","18","18","241","1323"
"1400000US41039002902","Census Tract 29.02, Lane County, Oregon","1741","71","71","272","1461"
"1400000US41039003000","Census Tract 30, Lane County, Oregon","2060","58","58","310","1718"
"1400000US41039003900","Census Tract 39, Lane County, Oregon","1893","44","44","157","1736"
"1400000US41039000100","Census Tract 1, Lane County, Oregon","2338","82","82","326","1980"
"1400000US41039000500","Census Tract 5, Lane County, Oregon","934","34","34","123","800"
"1400000US41039000800","Census Tract 8, Lane County, Oregon","606","38","38","104","487"
"1400000US41039001903","Census Tract 19.03, Lane County, Oregon","1094","16","16","112","975"
"1400000US41039003101","Census Tract 31.01, Lane County, Oregon","2385","83","83","373","1985"
"1400000US41039004000","Census Tract 40, Lane County, Oregon","1324","99","99","177","1121"
"1400000US41039004401","Census Tract 44.01, Lane County, Oregon","2335","68","68","295","2029"
"1400000US41039000200","Census Tract 2, Lane County, Oregon","2021","70","70","252","1738"
"1400000US41039002600","Census Tract 26, Lane County, Oregon","2476","52","52","275","2201"
"1400000US41039000403","Census Tract 4.03, Lane County, Oregon","2256","150","150","329","1868"
"1400000US41039000904","Census Tract 9.04, Lane County, Oregon","1273","32","32","147","1126"
"1400000US41039002002","Census Tract 20.02, Lane County, Oregon","2064","128","128","252","1776"
"1400000US41039002403","Census Tract 24.03, Lane County, Oregon","1702","44","44","226","1476"
"1400000US41045970300","Census Tract 9703, Malheur County, Oregon","1685","41","41","164","1502"
"1400000US41045970400","Census Tract 9704, Malheur County, Oregon","1698","84","84","126","1527"
"1400000US41047010702","Census Tract 107.02, Marion County, Oregon","2558","50","50","291","2246"
"1400000US41047010801","Census Tract 108.01, Marion County, Oregon","2120","15","15","289","1831"
"1400000US41047010802","Census Tract 108.02, Marion County, Oregon","2285","16","16","221","2064"
"1400000US41047001801","Census Tract 18.01, Marion County, Oregon","2363","66","66","279","2070"
"1400000US41029000300","Census Tract 3, Jackson County, Oregon","2418","154","154","220","2148"
"1400000US41029000202","Census Tract 2.02, Jackson County, Oregon","1361","8","8","70","1291"
"1400000US41029001700","Census Tract 17, Jackson County, Oregon","3354","118","118","434","2873"
"1400000US41029001900","Census Tract 19, Jackson County, Oregon","991","20","20","120","871"
"1400000US41029000100","Census Tract 1, Jackson County, Oregon","824","19","19","28","786"
"1400000US41029000203","Census Tract 2.03, Jackson County, Oregon","1623","0","0","145","1478"
"1400000US41029001302","Census Tract 13.02, Jackson County, Oregon","3412","93","93","504","2879"
"1400000US41029002200","Census Tract 22, Jackson County, Oregon","2217","92","92","284","1895"
"1400000US41005024100","Census Tract 241, Clackamas County, Oregon","1787","73","73","309","1478"
"1400000US41005020600","Census Tract 206, Clackamas County, Oregon","3109","87","87","419","2690"
"1400000US41005020303","Census Tract 203.03, Clackamas County, Oregon","2706","16","16","318","2388"
"1400000US41005022201","Census Tract 222.01, Clackamas County, Oregon","2726","120","120","274","2443"
"1400000US41005020800","Census Tract 208, Clackamas County, Oregon","1987","177","177","442","1545"
"1400000US41005022101","Census Tract 221.01, Clackamas County, Oregon","2558","128","128","438","2102"
"1400000US41005022103","Census Tract 221.03, Clackamas County, Oregon","2738","28","28","341","2384"
"1400000US41005022901","Census Tract 229.01, Clackamas County, Oregon","1350","45","45","213","1137"
"1400000US41005023500","Census Tract 235, Clackamas County, Oregon","2052","115","115","292","1744"
"1400000US41005023800","Census Tract 238, Clackamas County, Oregon","2296","43","43","357","1939"
"1400000US41005021601","Census Tract 216.01, Clackamas County, Oregon","2460","196","196","351","2099"
"1400000US41005023201","Census Tract 232.01, Clackamas County, Oregon","1542","91","91","298","1219"
"1400000US41005023600","Census Tract 236, Clackamas County, Oregon","1414","44","44","201","1203"
"1400000US41007990000","Census Tract 9900, Clatsop County, Oregon","0","0","0","0","0"
"1400000US41011000503","Census Tract 5.03, Coos County, Oregon","1003","26","26","160","834"
"1400000US41011000504","Census Tract 5.04, Coos County, Oregon","2566","60","60","304","2246"
"1400000US41011990101","Census Tract 9901.01, Coos County, Oregon","0","0","0","0","0"
"1400000US41015990101","Census Tract 9901.01, Curry County, Oregon","0","0","0","0","0"
"1400000US41017000100","Census Tract 1, Deschutes County, Oregon","741","6","6","96","645"
"1400000US41017000200","Census Tract 2, Deschutes County, Oregon","2190","41","41","120","2070"
"1400000US41017000300","Census Tract 3, Deschutes County, Oregon","3507","39","39","251","3240"
"1400000US41017000401","Census Tract 4.01, Deschutes County, Oregon","2065","17","17","182","1875"
"1400000US41017000402","Census Tract 4.02, Deschutes County, Oregon","1052","41","41","97","955"
"1400000US41017000500","Census Tract 5, Deschutes County, Oregon","2789","70","70","249","2514"
"1400000US41017000600","Census Tract 6, Deschutes County, Oregon","3259","143","157","579","2666"
"1400000US41017000700","Census Tract 7, Deschutes County, Oregon","2855","128","128","454","2354"
"1400000US41017000800","Census Tract 8, Deschutes County, Oregon","2834","73","73","375","2459"
"1400000US41017000900","Census Tract 9, Deschutes County, Oregon","3013","175","175","337","2587"
"1400000US41017001001","Census Tract 10.01, Deschutes County, Oregon","5467","47","47","769","4698"
"1400000US41017001002","Census Tract 10.02, Deschutes County, Oregon","942","4","4","99","843"
"1400000US41017001100","Census Tract 11, Deschutes County, Oregon","4429","22","22","470","3951"
"1400000US41017001200","Census Tract 12, Deschutes County, Oregon","2909","35","35","422","2472"
"1400000US41017001300","Census Tract 13, Deschutes County, Oregon","5359","20","20","583","4776"
"1400000US41017001400","Census Tract 14, Deschutes County, Oregon","2729","31","31","450","2279"
"1400000US41017001500","Census Tract 15, Deschutes County, Oregon","2817","71","71","314","2481"
"1400000US41017001600","Census Tract 16, Deschutes County, Oregon","2810","0","0","274","2536"
"1400000US41017001700","Census Tract 17, Deschutes County, Oregon","3567","40","40","408","3138"
"1400000US41017001800","Census Tract 18, Deschutes County, Oregon","4153","159","159","538","3549"
"1400000US41017002100","Census Tract 21, Deschutes County, Oregon","4928","66","66","535","4372"
"1400000US41017001901","Census Tract 19.01, Deschutes County, Oregon","701","6","6","132","569"
"1400000US41017001902","Census Tract 19.02, Deschutes County, Oregon","4080","97","97","520","3523"
"1400000US41017002000","Census Tract 20, Deschutes County, Oregon","3275","65","65","466","2809"
"1400000US41019990000","Census Tract 9900, Douglas County, Oregon","0","0","0","0","0"
"1400000US41025960100","Census Tract 9601, Harney County, Oregon","2329","36","36","297","2032"
"1400000US41025960200","Census Tract 9602, Harney County, Oregon","828","29","29","105","718"
"1400000US41029000403","Census Tract 4.03, Jackson County, Oregon","1593","29","29","293","1300"
"1400000US41029000404","Census Tract 4.04, Jackson County, Oregon","1741","98","98","311","1364"
"1400000US41029000405","Census Tract 4.05, Jackson County, Oregon","1748","13","13","216","1532"
"1400000US41029000406","Census Tract 4.06, Jackson County, Oregon","2035","100","100","266","1706"
"1400000US41029000501","Census Tract 5.01, Jackson County, Oregon","1323","8","8","134","1189"
"1400000US41029000502","Census Tract 5.02, Jackson County, Oregon","2368","33","33","232","2116"
"1400000US41029001001","Census Tract 10.01, Jackson County, Oregon","2602","60","60","323","2262"
"1400000US41029001002","Census Tract 10.02, Jackson County, Oregon","1711","74","74","191","1520"
"1400000US41029001601","Census Tract 16.01, Jackson County, Oregon","2103","22","22","197","1895"
"1400000US41029001602","Census Tract 16.02, Jackson County, Oregon","2884","104","104","442","2379"
"1400000US41031940000","Census Tract 9400, Jefferson County, Oregon","844","31","31","12","813"
"1400000US41031960201","Census Tract 9602.01, Jefferson County, Oregon","1168","68","68","47","1063"
"1400000US41031960202","Census Tract 9602.02, Jefferson County, Oregon","2011","141","141","259","1711"
"1400000US41031960301","Census Tract 9603.01, Jefferson County, Oregon","1711","133","133","269","1422"
"1400000US41031960302","Census Tract 9603.02, Jefferson County, Oregon","1583","42","42","127","1435"
"1400000US41039000705","Census Tract 7.05, Lane County, Oregon","1797","80","80","264","1533"
"1400000US41039000706","Census Tract 7.06, Lane County, Oregon","1197","36","36","212","976"
"1400000US41039000707","Census Tract 7.07, Lane County, Oregon","1976","65","65","231","1713"
"1400000US41039000708","Census Tract 7.08, Lane County, Oregon","1075","15","15","153","921"
"1400000US41039002301","Census Tract 23.01, Lane County, Oregon","1621","40","40","202","1419"
"1400000US41039002302","Census Tract 23.02, Lane County, Oregon","1676","25","25","182","1494"
"1400000US41039002503","Census Tract 25.03, Lane County, Oregon","3108","146","146","632","2476"
"1400000US41039002504","Census Tract 25.04, Lane County, Oregon","1141","21","21","152","980"
"1400000US41039002903","Census Tract 29.03, Lane County, Oregon","1157","30","30","152","1005"
"1400000US41039002904","Census Tract 29.04, Lane County, Oregon","2036","85","85","351","1663"
"1400000US41039003301","Census Tract 33.01, Lane County, Oregon","1292","42","42","148","1144"
"1400000US41039003302","Census Tract 33.02, Lane County, Oregon","1521","33","33","212","1304"
"1400000US41039004404","Census Tract 44.04, Lane County, Oregon","1373","18","18","177","1196"
"1400000US41039004405","Census Tract 44.05, Lane County, Oregon","1738","42","42","267","1438"
"1400000US41039004501","Census Tract 45.01, Lane County, Oregon","1425","18","18","164","1243"
"1400000US41039004502","Census Tract 45.02, Lane County, Oregon","1719","11","11","215","1493"
"1400000US41039990000","Census Tract 9900, Lane County, Oregon","0","0","0","0","0"
"1400000US41041950303","Census Tract 9503.03, Lincoln County, Oregon","716","36","36","138","559"
"1400000US41041950304","Census Tract 9503.04, Lincoln County, Oregon","1645","68","68","148","1438"
"1400000US41041950601","Census Tract 9506.01, Lincoln County, Oregon","1179","27","27","94","1085"
"1400000US41041950602","Census Tract 9506.02, Lincoln County, Oregon","1202","13","13","92","1110"
"1400000US41041990100","Census Tract 9901, Lincoln County, Oregon","0","0","0","0","0"
"1400000US41043020801","Census Tract 208.01, Linn County, Oregon","1073","40","40","121","952"
"1400000US41043020802","Census Tract 208.02, Linn County, Oregon","2449","13","13","208","2241"
"1400000US41047000502","Census Tract 5.02, Marion County, Oregon","1705","49","49","77","1579"
"1400000US41045940000","Census Tract 9400, Malheur County, Oregon","0","0","0","0","0"
"1400000US41045970900","Census Tract 9709, Malheur County, Oregon","1070","112","112","199","858"
"1400000US41047000501","Census Tract 5.01, Marion County, Oregon","1121","28","28","102","1019"
"1400000US41047000701","Census Tract 7.01, Marion County, Oregon","2049","112","112","192","1828"
"1400000US41047001401","Census Tract 14.01, Marion County, Oregon","2350","46","46","328","1995"
"1400000US41047001402","Census Tract 14.02, Marion County, Oregon","2212","47","47","283","1920"
"1400000US41047002101","Census Tract 21.01, Marion County, Oregon","1042","65","65","205","818"
"1400000US41047002102","Census Tract 21.02, Marion County, Oregon","2526","39","39","380","2146"
"1400000US41047002201","Census Tract 22.01, Marion County, Oregon","845","10","10","117","728"
"1400000US41047002202","Census Tract 22.02, Marion County, Oregon","2635","89","89","480","2128"
"1400000US41047002303","Census Tract 23.03, Marion County, Oregon","2810","40","40","387","2423"
"1400000US41047002304","Census Tract 23.04, Marion County, Oregon","2540","62","62","401","2097"
"1400000US41047002501","Census Tract 25.01, Marion County, Oregon","3504","56","56","455","3049"
"1400000US41047002502","Census Tract 25.02, Marion County, Oregon","2046","66","66","275","1746"
"1400000US41047010201","Census Tract 102.01, Marion County, Oregon","997","48","48","165","815"
"1400000US41047010202","Census Tract 102.02, Marion County, Oregon","2579","234","234","285","2156"
"1400000US41047010306","Census Tract 103.06, Marion County, Oregon","2924","128","128","319","2487"
"1400000US41047010307","Census Tract 103.07, Marion County, Oregon","2525","23","23","254","2271"
"1400000US41051002203","Census Tract 22.03, Multnomah County, Oregon","1843","12","12","167","1676"
"1400000US41051002303","Census Tract 23.03, Multnomah County, Oregon","1509","0","0","149","1360"
"1400000US41051006403","Census Tract 64.03, Multnomah County, Oregon","1721","77","77","221","1491"
"1400000US41051006404","Census Tract 64.04, Multnomah County, Oregon","1720","35","35","250","1445"
"1400000US41051009904","Census Tract 99.04, Multnomah County, Oregon","1346","8","8","201","1145"
"1400000US41051009905","Census Tract 99.05, Multnomah County, Oregon","1207","8","8","125","1074"
"1400000US41051009906","Census Tract 99.06, Multnomah County, Oregon","1296","25","25","201","1095"
"1400000US41051009907","Census Tract 99.07, Multnomah County, Oregon","1992","77","77","288","1687"
"1400000US41051010410","Census Tract 104.10, Multnomah County, Oregon","1704","72","72","236","1437"
"1400000US41051010411","Census Tract 104.11, Multnomah County, Oregon","1266","72","72","142","1099"
"1400000US41051010600","Census Tract 106, Multnomah County, Oregon","2080","47","47","240","1831"
"1400000US41051980000","Census Tract 9800, Multnomah County, Oregon","0","0","0","0","0"
"1400000US41053020303","Census Tract 203.03, Polk County, Oregon","1457","0","0","155","1302"
"1400000US41053020304","Census Tract 203.04, Polk County, Oregon","2611","153","153","467","2086"
"1400000US41053020500","Census Tract 205, Polk County, Oregon","2450","37","37","370","2080"
"1400000US41057990100","Census Tract 9901, Tillamook County, Oregon","0","0","0","0","0"
"1400000US41059940000","Census Tract 9400, Umatilla County, Oregon","1010","21","21","67","929"
"1400000US41067030101","Census Tract 301.01, Washington County, Oregon","4010","73","73","476","3524"
"1400000US41067030102","Census Tract 301.02, Washington County, Oregon","3081","13","13","586","2495"
"1400000US41005024400","Census Tract 244, Clackamas County, Oregon","3275","51","51","339","2903"
"1400000US41029003001","Census Tract 30.01, Jackson County, Oregon","1779","116","116","325","1433"
"1400000US41029000601","Census Tract 6.01, Jackson County, Oregon","2672","149","149","680","1976"
"1400000US41029001200","Census Tract 12, Jackson County, Oregon","1567","43","43","217","1343"
"1400000US41029003002","Census Tract 30.02, Jackson County, Oregon","1919","41","41","310","1609"
"1400000US41029002500","Census Tract 25, Jackson County, Oregon","1039","15","15","153","886"
"1400000US41029000602","Census Tract 6.02, Jackson County, Oregon","2914","180","180","478","2361"
"1400000US41029000201","Census Tract 2.01, Jackson County, Oregon","1462","45","45","146","1271"
"1400000US41029000900","Census Tract 9, Jackson County, Oregon","3391","122","122","556","2835"
"1400000US41029001400","Census Tract 14, Jackson County, Oregon","4409","126","126","542","3867"
"1400000US41029002300","Census Tract 23, Jackson County, Oregon","685","33","33","156","529"
"1400000US41029001500","Census Tract 15, Jackson County, Oregon","2249","36","36","338","1892"
"1400000US41029002400","Census Tract 24, Jackson County, Oregon","747","23","23","179","568"
"1400000US41029002700","Census Tract 27, Jackson County, Oregon","3234","98","98","438","2780"
"1400000US41029001100","Census Tract 11, Jackson County, Oregon","2026","0","0","353","1673"
"1400000US41029001301","Census Tract 13.01, Jackson County, Oregon","1587","53","53","188","1390"
"1400000US41029002100","Census Tract 21, Jackson County, Oregon","1717","96","96","344","1341"
"1400000US41029002900","Census Tract 29, Jackson County, Oregon","3343","48","48","380","2927"
"1400000US41029001800","Census Tract 18, Jackson County, Oregon","4053","82","82","569","3402"
"1400000US41003000600","Census Tract 6, Benton County, Oregon","2164","70","70","227","1919"
"1400000US41003010300","Census Tract 103, Benton County, Oregon","1338","48","48","198","1116"
"1400000US41003010200","Census Tract 102, Benton County, Oregon","1657","44","44","253","1393"
"1400000US41003001101","Census Tract 11.01, Benton County, Oregon","1367","28","28","135","1223"
"1400000US41009970200","Census Tract 9702, Columbia County, Oregon","2503","45","45","234","2247"
"1400000US41009970800","Census Tract 9708, Columbia County, Oregon","2782","80","80","191","2582"
"1400000US41009970300","Census Tract 9703, Columbia County, Oregon","1733","66","66","199","1502"
"1400000US41009970400","Census Tract 9704, Columbia County, Oregon","968","86","86","154","791"
"1400000US41009970700","Census Tract 9707, Columbia County, Oregon","1597","51","51","192","1398"
"1400000US41009971000","Census Tract 9710, Columbia County, Oregon","1821","77","77","219","1551"
"1400000US41009970500","Census Tract 9705, Columbia County, Oregon","2522","65","65","457","2038"
"1400000US41009971100","Census Tract 9711, Columbia County, Oregon","1295","8","8","116","1179"
"1400000US41009970600","Census Tract 9706, Columbia County, Oregon","2036","63","63","281","1729"
"1400000US41009970900","Census Tract 9709, Columbia County, Oregon","2039","26","26","246","1785"
"1400000US41013950400","Census Tract 9504, Crook County, Oregon","1790","94","94","221","1569"
"1400000US41013950100","Census Tract 9501, Crook County, Oregon","3097","108","121","394","2690"
"1400000US41013950200","Census Tract 9502, Crook County, Oregon","1803","28","28","187","1616"
"1400000US41013950300","Census Tract 9503, Crook County, Oregon","2649","91","91","354","2233"
"1400000US41055950100","Census Tract 9501, Sherman County, Oregon","736","22","22","69","655"
"1400000US41065970200","Census Tract 9702, Wasco County, Oregon","1290","5","5","147","1143"
"1400000US41065970500","Census Tract 9705, Wasco County, Oregon","1473","39","39","85","1382"
"1400000US41065970700","Census Tract 9707, Wasco County, Oregon","654","29","29","113","537"
"1400000US41065970400","Census Tract 9704, Wasco County, Oregon","1314","64","64","167","1113"
"1400000US41065970600","Census Tract 9706, Wasco County, Oregon","1057","19","19","89","949"
"1400000US41065970300","Census Tract 9703, Wasco County, Oregon","1131","37","37","109","1012"
"1400000US41065970100","Census Tract 9701, Wasco County, Oregon","1615","59","59","234","1352"
"1400000US41065970800","Census Tract 9708, Wasco County, Oregon","1732","60","60","134","1574"
"1400000US41039000402","Census Tract 4.02, Lane County, Oregon","1368","6","6","148","1220"
"1400000US41039001001","Census Tract 10.01, Lane County, Oregon","1026","37","37","175","845"
"1400000US41029002000","Census Tract 20, Jackson County, Oregon","1172","17","17","208","964"
"1400000US41029002600","Census Tract 26, Jackson County, Oregon","1159","36","36","142","1017"
"1400000US41029002800","Census Tract 28, Jackson County, Oregon","1872","38","38","238","1634"
"1400000US41029000800","Census Tract 8, Jackson County, Oregon","2553","160","160","362","2167"
"1400000US41029000700","Census Tract 7, Jackson County, Oregon","3560","109","109","528","2959"
"1400000US41019050001","Census Tract 500.01, Douglas County, Oregon","1876","99","99","282","1573"
"1400000US41019160000","Census Tract 1600, Douglas County, Oregon","3299","89","89","287","3012"
"1400000US41019180000","Census Tract 1800, Douglas County, Oregon","1618","65","65","181","1437"
"1400000US41019080000","Census Tract 800, Douglas County, Oregon","3344","102","102","603","2706"
"1400000US41019140000","Census Tract 1400, Douglas County, Oregon","2507","139","139","616","1863"
"1400000US41019190000","Census Tract 1900, Douglas County, Oregon","1878","55","55","211","1645"
"1400000US41019020000","Census Tract 200, Douglas County, Oregon","1420","58","58","211","1184"
"1400000US41019110000","Census Tract 1100, Douglas County, Oregon","1196","7","7","143","1046"
"1400000US41005024302","Census Tract 243.02, Clackamas County, Oregon","1959","46","46","295","1664"
"1400000US41005020304","Census Tract 203.04, Clackamas County, Oregon","2226","45","45","308","1918"
"1400000US41005021200","Census Tract 212, Clackamas County, Oregon","1931","93","93","234","1678"
"1400000US41005022400","Census Tract 224, Clackamas County, Oregon","1706","30","30","139","1559"
"1400000US41005023700","Census Tract 237, Clackamas County, Oregon","1773","45","45","246","1498"
"1400000US41005020200","Census Tract 202, Clackamas County, Oregon","2846","39","39","470","2376"
"1400000US41005021700","Census Tract 217, Clackamas County, Oregon","2922","101","101","415","2490"
"1400000US41005020503","Census Tract 205.03, Clackamas County, Oregon","977","22","22","95","874"
"1400000US41005024000","Census Tract 240, Clackamas County, Oregon","966","12","12","186","780"
"1400000US41005021802","Census Tract 218.02, Clackamas County, Oregon","1957","20","20","250","1707"
"1400000US41043020300","Census Tract 203, Linn County, Oregon","2839","21","21","370","2469"
"1400000US41043020400","Census Tract 204, Linn County, Oregon","1858","0","0","149","1709"
"1400000US41043030500","Census Tract 305, Linn County, Oregon","1729","51","51","191","1538"
"1400000US41043020700","Census Tract 207, Linn County, Oregon","2156","0","0","211","1945"
"1400000US41043030200","Census Tract 302, Linn County, Oregon","2461","73","73","248","2213"
"1400000US41043030300","Census Tract 303, Linn County, Oregon","876","26","26","121","755"
"1400000US41043030401","Census Tract 304.01, Linn County, Oregon","2490","71","71","168","2261"
"1400000US41043030700","Census Tract 307, Linn County, Oregon","1600","32","32","243","1349"
"1400000US41043030600","Census Tract 306, Linn County, Oregon","2501","50","50","240","2254"
"1400000US41043020200","Census Tract 202, Linn County, Oregon","877","0","0","85","792"
"1400000US41043020500","Census Tract 205, Linn County, Oregon","1669","41","41","184","1466"
"1400000US41043030902","Census Tract 309.02, Linn County, Oregon","2759","53","53","215","2530"
"1400000US41043030903","Census Tract 309.03, Linn County, Oregon","2514","36","36","318","2196"
"1400000US41043030904","Census Tract 309.04, Linn County, Oregon","1717","82","82","224","1474"
