"GEO_ID","NAME","B99283_001E","B99283_002E","B99283_003E","B99283_004E","B99283_005E"
"1400000US41043020100","Census Tract 201, Linn County, Oregon","3922","62","62","509","3397"
"1400000US41043020600","Census Tract 206, Linn County, Oregon","3324","30","30","417","2895"
"1400000US41043030402","Census Tract 304.02, Linn County, Oregon","2713","63","63","168","2545"
"1400000US41043030800","Census Tract 308, Linn County, Oregon","3315","48","48","235","3038"
"1400000US41043030100","Census Tract 301, Linn County, Oregon","2188","20","20","289","1899"
"1400000US41057960300","Census Tract 9603, Tillamook County, Oregon","1058","37","37","191","848"
"1400000US41057960200","Census Tract 9602, Tillamook County, Oregon","1048","79","79","120","873"
"1400000US41057960800","Census Tract 9608, Tillamook County, Oregon","1239","11","11","60","1168"
"1400000US41057960600","Census Tract 9606, Tillamook County, Oregon","986","56","56","106","851"
"1400000US41057960100","Census Tract 9601, Tillamook County, Oregon","1607","44","44","168","1423"
"1400000US41057960400","Census Tract 9604, Tillamook County, Oregon","3047","126","126","421","2578"
"1400000US41057960500","Census Tract 9605, Tillamook County, Oregon","886","66","66","99","731"
"1400000US41057960700","Census Tract 9607, Tillamook County, Oregon","945","27","27","122","815"
"1400000US41045970600","Census Tract 9706, Malheur County, Oregon","1518","68","68","161","1331"
"1400000US41045970200","Census Tract 9702, Malheur County, Oregon","1813","82","82","180","1614"
"1400000US41045970500","Census Tract 9705, Malheur County, Oregon","1694","73","73","191","1490"
"1400000US41045970700","Census Tract 9707, Malheur County, Oregon","660","14","14","117","540"
"1400000US41063960200","Census Tract 9602, Wallowa County, Oregon","819","62","62","74","717"
"1400000US41063960300","Census Tract 9603, Wallowa County, Oregon","1446","26","26","106","1324"
"1400000US41067032104","Census Tract 321.04, Washington County, Oregon","1645","17","17","244","1401"
"1400000US41063960100","Census Tract 9601, Wallowa County, Oregon","900","24","24","127","773"
"1400000US41067032700","Census Tract 327, Washington County, Oregon","1950","25","25","248","1691"
"1400000US41067031804","Census Tract 318.04, Washington County, Oregon","2162","19","19","204","1944"
"1400000US41067033500","Census Tract 335, Washington County, Oregon","1390","11","11","162","1228"
"1400000US41067030401","Census Tract 304.01, Washington County, Oregon","2165","14","14","194","1971"
"1400000US41067030502","Census Tract 305.02, Washington County, Oregon","1617","57","57","240","1377"
"1400000US41067031200","Census Tract 312, Washington County, Oregon","3166","51","51","442","2724"
"1400000US41067031606","Census Tract 316.06, Washington County, Oregon","2160","21","21","199","1961"
"1400000US41067031613","Census Tract 316.13, Washington County, Oregon","2952","80","80","257","2631"
"1400000US41067031807","Census Tract 318.07, Washington County, Oregon","1571","74","74","192","1365"
"1400000US41067032404","Census Tract 324.04, Washington County, Oregon","2676","18","18","313","2345"
"1400000US41067032406","Census Tract 324.06, Washington County, Oregon","3166","115","115","397","2751"
"1400000US41067032604","Census Tract 326.04, Washington County, Oregon","2295","57","57","252","2043"
"1400000US41067033400","Census Tract 334, Washington County, Oregon","773","58","58","109","652"
"1400000US41067030200","Census Tract 302, Washington County, Oregon","2705","63","63","414","2272"
"1400000US41067030801","Census Tract 308.01, Washington County, Oregon","2869","39","39","217","2633"
"1400000US41067031611","Census Tract 316.11, Washington County, Oregon","2943","60","60","488","2455"
"1400000US41051009201","Census Tract 92.01, Multnomah County, Oregon","2907","116","116","443","2403"
"1400000US41051009804","Census Tract 98.04, Multnomah County, Oregon","1137","57","57","184","953"
"1400000US41051009903","Census Tract 99.03, Multnomah County, Oregon","2281","35","35","620","1641"
"1400000US41051010100","Census Tract 101, Multnomah County, Oregon","3664","54","54","392","3272"
"1400000US41051010306","Census Tract 103.06, Multnomah County, Oregon","1691","21","21","225","1454"
"1400000US41051010409","Census Tract 104.09, Multnomah County, Oregon","2865","139","139","400","2394"
"1400000US41051001601","Census Tract 16.01, Multnomah County, Oregon","2503","24","24","205","2284"
"1400000US41051000601","Census Tract 6.01, Multnomah County, Oregon","1952","61","61","281","1642"
"1400000US41051000901","Census Tract 9.01, Multnomah County, Oregon","2042","58","58","319","1698"
"1400000US41051000902","Census Tract 9.02, Multnomah County, Oregon","2108","68","68","167","1890"
"1400000US41051001702","Census Tract 17.02, Multnomah County, Oregon","1559","53","53","206","1318"
"1400000US41051001900","Census Tract 19, Multnomah County, Oregon","1972","10","10","254","1718"
"1400000US41051002501","Census Tract 25.01, Multnomah County, Oregon","1722","38","38","278","1437"
"1400000US41051002600","Census Tract 26, Multnomah County, Oregon","1076","21","21","145","931"
"1400000US41051002702","Census Tract 27.02, Multnomah County, Oregon","1694","22","22","163","1519"
"1400000US41051002902","Census Tract 29.02, Multnomah County, Oregon","2475","45","45","269","2191"
"1400000US41051003502","Census Tract 35.02, Multnomah County, Oregon","1043","0","0","77","966"
"1400000US41051003701","Census Tract 37.01, Multnomah County, Oregon","1969","78","78","191","1747"
"1400000US41051003902","Census Tract 39.02, Multnomah County, Oregon","1351","20","20","226","1125"
"1400000US41051004800","Census Tract 48, Multnomah County, Oregon","2049","15","15","271","1778"
"1400000US41051004900","Census Tract 49, Multnomah County, Oregon","2937","59","59","426","2511"
"1400000US41051006702","Census Tract 67.02, Multnomah County, Oregon","1449","26","26","223","1226"
"1400000US41051010500","Census Tract 105, Multnomah County, Oregon","1468","61","61","177","1275"
"1400000US41051008201","Census Tract 82.01, Multnomah County, Oregon","1308","47","47","178","1107"
"1400000US41051009603","Census Tract 96.03, Multnomah County, Oregon","1281","67","67","243","1006"
"1400000US41051010200","Census Tract 102, Multnomah County, Oregon","2401","42","42","295","2106"
"1400000US41051000302","Census Tract 3.02, Multnomah County, Oregon","2666","26","26","322","2344"
"1400000US41051003200","Census Tract 32, Multnomah County, Oregon","1758","63","63","289","1449"
"1400000US41051003302","Census Tract 33.02, Multnomah County, Oregon","1339","43","43","121","1193"
"1400000US41051003401","Census Tract 34.01, Multnomah County, Oregon","1516","57","57","206","1274"
"1400000US41051000501","Census Tract 5.01, Multnomah County, Oregon","1711","109","109","246","1386"
"1400000US41051001302","Census Tract 13.02, Multnomah County, Oregon","1401","20","20","248","1153"
"1400000US41051002401","Census Tract 24.01, Multnomah County, Oregon","1135","15","15","148","987"
"1400000US41051003402","Census Tract 34.02, Multnomah County, Oregon","1765","20","20","154","1604"
"1400000US41051003501","Census Tract 35.01, Multnomah County, Oregon","1552","41","41","213","1325"
"1400000US41051003601","Census Tract 36.01, Multnomah County, Oregon","2004","47","47","213","1791"
"1400000US41051004001","Census Tract 40.01, Multnomah County, Oregon","2734","83","83","241","2449"
"1400000US41051005200","Census Tract 52, Multnomah County, Oregon","3137","96","96","348","2789"
"1400000US41051005700","Census Tract 57, Multnomah County, Oregon","2354","16","16","273","2065"
"1400000US41051006001","Census Tract 60.01, Multnomah County, Oregon","738","23","23","92","642"
"1400000US41051006501","Census Tract 65.01, Multnomah County, Oregon","2404","43","43","340","2064"
"1400000US41051007202","Census Tract 72.02, Multnomah County, Oregon","1222","0","0","140","1082"
"1400000US41051007900","Census Tract 79, Multnomah County, Oregon","1817","28","28","216","1601"
"1400000US41051008202","Census Tract 82.02, Multnomah County, Oregon","3114","73","73","476","2638"
"1400000US41051008302","Census Tract 83.02, Multnomah County, Oregon","1497","31","31","133","1343"
"1400000US41051009302","Census Tract 93.02, Multnomah County, Oregon","1752","83","83","230","1484"
"1400000US41051009701","Census Tract 97.01, Multnomah County, Oregon","2159","14","14","265","1889"
"1400000US41051010303","Census Tract 103.03, Multnomah County, Oregon","2106","0","0","150","1956"
"1400000US41051000100","Census Tract 1, Multnomah County, Oregon","2866","44","44","474","2375"
"1400000US41051000602","Census Tract 6.02, Multnomah County, Oregon","2073","102","102","281","1781"
"1400000US41051000801","Census Tract 8.01, Multnomah County, Oregon","2102","19","19","317","1785"
"1400000US41051002901","Census Tract 29.01, Multnomah County, Oregon","1956","56","56","175","1754"
"1400000US41051003603","Census Tract 36.03, Multnomah County, Oregon","651","7","7","79","572"
"1400000US41051004002","Census Tract 40.02, Multnomah County, Oregon","1729","15","15","188","1541"
"1400000US41051004102","Census Tract 41.02, Multnomah County, Oregon","2096","12","12","255","1841"
"1400000US41051004300","Census Tract 43, Multnomah County, Oregon","446","6","6","50","396"
"1400000US41051004500","Census Tract 45, Multnomah County, Oregon","1353","10","10","190","1153"
"1400000US41051005000","Census Tract 50, Multnomah County, Oregon","2321","48","48","272","2037"
"1400000US41051006100","Census Tract 61, Multnomah County, Oregon","1015","9","9","124","891"
"1400000US41051006200","Census Tract 62, Multnomah County, Oregon","1269","7","7","177","1092"
"1400000US41051006601","Census Tract 66.01, Multnomah County, Oregon","1108","5","5","233","875"
"1400000US41051010405","Census Tract 104.05, Multnomah County, Oregon","2404","29","29","463","1928"
"1400000US41051001701","Census Tract 17.01, Multnomah County, Oregon","2981","48","48","288","2678"
"1400000US41051006602","Census Tract 66.02, Multnomah County, Oregon","2492","32","32","320","2153"
"1400000US41051009502","Census Tract 95.02, Multnomah County, Oregon","1597","46","46","284","1301"
"1400000US41051010407","Census Tract 104.07, Multnomah County, Oregon","1917","26","26","300","1617"
"1400000US41051002000","Census Tract 20, Multnomah County, Oregon","3442","48","48","335","3092"
"1400000US41067031703","Census Tract 317.03, Washington County, Oregon","1682","35","35","148","1499"
"1400000US41067031805","Census Tract 318.05, Washington County, Oregon","2390","25","25","302","2088"
"1400000US41067032103","Census Tract 321.03, Washington County, Oregon","3768","105","105","388","3338"
"1400000US41067030300","Census Tract 303, Washington County, Oregon","1942","56","56","349","1593"
"1400000US41067032603","Census Tract 326.03, Washington County, Oregon","2387","26","26","305","2060"
"1400000US41067032800","Census Tract 328, Washington County, Oregon","396","14","14","58","338"
"1400000US41067030803","Census Tract 308.03, Washington County, Oregon","2684","38","38","425","2246"
"1400000US41067031003","Census Tract 310.03, Washington County, Oregon","2956","14","14","330","2626"
"1400000US41067031006","Census Tract 310.06, Washington County, Oregon","2836","117","117","354","2420"
"1400000US41067031706","Census Tract 317.06, Washington County, Oregon","1985","19","19","248","1724"
"1400000US41067031610","Census Tract 316.10, Washington County, Oregon","3165","32","32","442","2705"
"1400000US41067032300","Census Tract 323, Washington County, Oregon","1965","11","11","147","1813"
"1400000US41067032606","Census Tract 326.06, Washington County, Oregon","2213","61","61","343","1857"
"1400000US41067032901","Census Tract 329.01, Washington County, Oregon","1935","61","61","160","1764"
"1400000US41067030402","Census Tract 304.02, Washington County, Oregon","2190","97","97","410","1760"
"1400000US41067030501","Census Tract 305.01, Washington County, Oregon","2088","12","12","260","1816"
"1400000US41067030700","Census Tract 307, Washington County, Oregon","675","18","18","57","618"
"1400000US41067031504","Census Tract 315.04, Washington County, Oregon","2549","0","0","345","2204"
"1400000US41067031612","Census Tract 316.12, Washington County, Oregon","1318","9","9","176","1133"
"1400000US41067031506","Census Tract 315.06, Washington County, Oregon","1519","30","30","191","1320"
"1400000US41067031609","Census Tract 316.09, Washington County, Oregon","5324","54","54","587","4737"
"1400000US41067031705","Census Tract 317.05, Washington County, Oregon","1867","62","62","249","1618"
"1400000US41067030600","Census Tract 306, Washington County, Oregon","2334","35","35","188","2111"
"1400000US41067031004","Census Tract 310.04, Washington County, Oregon","3090","74","74","517","2509"
"1400000US41067031100","Census Tract 311, Washington County, Oregon","1204","8","8","94","1110"
"1400000US41067031403","Census Tract 314.03, Washington County, Oregon","1888","70","70","276","1612"
"1400000US41067031507","Census Tract 315.07, Washington County, Oregon","2258","30","30","313","1945"
"1400000US41067031509","Census Tract 315.09, Washington County, Oregon","1785","0","0","175","1610"
"1400000US41067032902","Census Tract 329.02, Washington County, Oregon","2276","49","49","236","2023"
"1400000US41067031704","Census Tract 317.04, Washington County, Oregon","3017","154","154","430","2498"
"1400000US41067033000","Census Tract 330, Washington County, Oregon","2036","34","34","413","1612"
"1400000US41067033600","Census Tract 336, Washington County, Oregon","844","40","40","132","704"
"1400000US41051005600","Census Tract 56, Multnomah County, Oregon","2751","61","61","348","2382"
"1400000US41051006801","Census Tract 68.01, Multnomah County, Oregon","1108","0","0","159","949"
"1400000US41051009501","Census Tract 95.01, Multnomah County, Oregon","1895","72","72","319","1576"
"1400000US41051009400","Census Tract 94, Multnomah County, Oregon","2744","91","91","369","2369"
"1400000US41061970300","Census Tract 9703, Union County, Oregon","911","42","42","108","789"
"1400000US41061970700","Census Tract 9707, Union County, Oregon","1333","62","62","163","1161"
"1400000US41061970800","Census Tract 9708, Union County, Oregon","1560","47","47","183","1351"
"1400000US41061970600","Census Tract 9706, Union County, Oregon","1547","42","42","193","1323"
"1400000US41061970200","Census Tract 9702, Union County, Oregon","1286","19","19","120","1156"
"1400000US41061970500","Census Tract 9705, Union County, Oregon","1316","54","54","112","1183"
"1400000US41061970100","Census Tract 9701, Union County, Oregon","1324","40","40","124","1181"
"1400000US41061970400","Census Tract 9704, Union County, Oregon","1204","16","16","111","1093"
"1400000US41067031005","Census Tract 310.05, Washington County, Oregon","2126","26","26","288","1824"
"1400000US41067031402","Census Tract 314.02, Washington County, Oregon","1253","25","25","146","1107"
"1400000US41067031404","Census Tract 314.04, Washington County, Oregon","2289","54","54","314","1953"
"1400000US41067032200","Census Tract 322, Washington County, Oregon","2777","14","14","373","2404"
"1400000US41067031508","Census Tract 315.08, Washington County, Oregon","2813","50","50","463","2328"
"1400000US41067031511","Census Tract 315.11, Washington County, Oregon","1072","16","16","91","981"
"1400000US41067031806","Census Tract 318.06, Washington County, Oregon","2076","30","30","307","1769"
"1400000US41067033200","Census Tract 332, Washington County, Oregon","2406","114","114","198","2166"
"1400000US41067031300","Census Tract 313, Washington County, Oregon","3121","56","56","251","2870"
"1400000US41067032001","Census Tract 320.01, Washington County, Oregon","2220","52","52","218","1984"
"1400000US41067031904","Census Tract 319.04, Washington County, Oregon","1118","34","34","217","893"
"1400000US41067030900","Census Tract 309, Washington County, Oregon","2206","14","14","189","2003"
"1400000US41067031512","Census Tract 315.12, Washington County, Oregon","2664","74","74","272","2349"
"1400000US41049970200","Census Tract 9702, Morrow County, Oregon","1179","45","45","126","1032"
"1400000US41049970100","Census Tract 9701, Morrow County, Oregon","2780","197","197","214","2455"
"1400000US41007951200","Census Tract 9512, Clatsop County, Oregon","1229","52","52","155","1050"
"1400000US41007951300","Census Tract 9513, Clatsop County, Oregon","1002","16","16","140","856"
"1400000US41007950500","Census Tract 9505, Clatsop County, Oregon","1854","34","34","214","1640"
"1400000US41007950200","Census Tract 9502, Clatsop County, Oregon","1831","10","10","203","1618"
"1400000US41007950300","Census Tract 9503, Clatsop County, Oregon","1273","31","31","208","1065"
"1400000US41007950600","Census Tract 9506, Clatsop County, Oregon","1120","55","55","182","938"
"1400000US41007950900","Census Tract 9509, Clatsop County, Oregon","1987","24","24","261","1726"
"1400000US41007950100","Census Tract 9501, Clatsop County, Oregon","1441","24","24","123","1302"
"1400000US41007950700","Census Tract 9507, Clatsop County, Oregon","883","43","43","83","774"
"1400000US41007950400","Census Tract 9504, Clatsop County, Oregon","1421","8","8","194","1227"
"1400000US41007951100","Census Tract 9511, Clatsop County, Oregon","1869","22","22","114","1733"
"1400000US41011000200","Census Tract 2, Coos County, Oregon","1093","9","9","190","903"
"1400000US41011000100","Census Tract 1, Coos County, Oregon","2444","54","54","320","2101"
"1400000US41011000700","Census Tract 7, Coos County, Oregon","3190","109","109","407","2783"
"1400000US41011001000","Census Tract 10, Coos County, Oregon","3305","58","58","479","2803"
"1400000US41011001100","Census Tract 11, Coos County, Oregon","2549","127","127","354","2170"
"1400000US41011000600","Census Tract 6, Coos County, Oregon","1112","0","0","121","991"
"1400000US41011000800","Census Tract 8, Coos County, Oregon","1304","19","19","136","1168"
"1400000US41011000300","Census Tract 3, Coos County, Oregon","1304","23","23","283","1021"
"1400000US41011000400","Census Tract 4, Coos County, Oregon","2533","101","101","409","2083"
"1400000US41011000502","Census Tract 5.02, Coos County, Oregon","1298","28","28","143","1155"
"1400000US41011000900","Census Tract 9, Coos County, Oregon","2939","112","112","495","2444"
"1400000US41015950100","Census Tract 9501, Curry County, Oregon","1382","6","6","79","1303"
"1400000US41015950200","Census Tract 9502, Curry County, Oregon","2486","50","56","303","2159"
"1400000US41015950301","Census Tract 9503.01, Curry County, Oregon","2000","48","48","218","1765"
"1400000US41015950400","Census Tract 9504, Curry County, Oregon","2500","129","129","331","2122"
"1400000US41015950302","Census Tract 9503.02, Curry County, Oregon","2072","42","42","228","1844"
"1400000US41021960100","Census Tract 9601, Gilliam County, Oregon","848","24","24","30","811"
"1400000US41027950100","Census Tract 9501, Hood River County, Oregon","1361","15","15","148","1210"
"1400000US41027950200","Census Tract 9502, Hood River County, Oregon","2819","0","0","325","2494"
"1400000US41027950300","Census Tract 9503, Hood River County, Oregon","2602","71","71","360","2242"
"1400000US41027950400","Census Tract 9504, Hood River County, Oregon","1757","22","30","186","1563"
"1400000US41037960200","Census Tract 9602, Lake County, Oregon","2150","74","74","198","1919"
"1400000US41051000402","Census Tract 4.02, Multnomah County, Oregon","1425","49","49","166","1250"
"1400000US41037960100","Census Tract 9601, Lake County, Oregon","1344","16","16","38","1293"
"1400000US41051000301","Census Tract 3.01, Multnomah County, Oregon","2132","31","31","178","1941"
"1400000US41051000200","Census Tract 2, Multnomah County, Oregon","3101","15","15","334","2767"
"1400000US41051001102","Census Tract 11.02, Multnomah County, Oregon","705","8","8","91","611"
"1400000US41051001500","Census Tract 15, Multnomah County, Oregon","1372","27","27","123","1237"
"1400000US41051002801","Census Tract 28.01, Multnomah County, Oregon","1209","37","37","183","997"
"1400000US41051000502","Census Tract 5.02, Multnomah County, Oregon","1958","29","29","248","1700"
"1400000US41051000802","Census Tract 8.02, Multnomah County, Oregon","2140","27","27","299","1823"
"1400000US41051001000","Census Tract 10, Multnomah County, Oregon","2560","55","55","316","2244"
"1400000US41051001101","Census Tract 11.01, Multnomah County, Oregon","1539","22","22","108","1409"
"1400000US41051001201","Census Tract 12.01, Multnomah County, Oregon","2703","66","66","329","2355"
"1400000US41051001202","Census Tract 12.02, Multnomah County, Oregon","1552","46","46","179","1373"
"1400000US41051001301","Census Tract 13.01, Multnomah County, Oregon","1906","22","22","285","1621"
"1400000US41051001400","Census Tract 14, Multnomah County, Oregon","2480","47","47","436","2012"
"1400000US41051002502","Census Tract 25.02, Multnomah County, Oregon","2108","18","18","352","1756"
"1400000US41051002701","Census Tract 27.01, Multnomah County, Oregon","1217","36","36","217","1000"
"1400000US41051003803","Census Tract 38.03, Multnomah County, Oregon","1783","16","16","212","1564"
"1400000US41051004601","Census Tract 46.01, Multnomah County, Oregon","1495","30","30","264","1222"
"1400000US41051006300","Census Tract 63, Multnomah County, Oregon","1661","67","67","326","1316"
"1400000US41051006402","Census Tract 64.02, Multnomah County, Oregon","2107","21","21","310","1788"
"1400000US41051007000","Census Tract 70, Multnomah County, Oregon","3168","50","50","587","2581"
"1400000US41051007201","Census Tract 72.01, Multnomah County, Oregon","1181","38","38","154","1027"
"1400000US41051003802","Census Tract 38.02, Multnomah County, Oregon","1410","18","18","170","1240"
"1400000US41051003901","Census Tract 39.01, Multnomah County, Oregon","2885","12","12","335","2550"
"1400000US41051005500","Census Tract 55, Multnomah County, Oregon","1687","12","12","178","1509"
"1400000US41051005800","Census Tract 58, Multnomah County, Oregon","2411","41","41","292","2107"
"1400000US41051005900","Census Tract 59, Multnomah County, Oregon","4830","129","129","557","4227"
"1400000US41051006701","Census Tract 67.01, Multnomah County, Oregon","1373","22","22","181","1192"
"1400000US41051007300","Census Tract 73, Multnomah County, Oregon","188","0","0","9","179"
"1400000US41051008002","Census Tract 80.02, Multnomah County, Oregon","1136","29","29","169","967"
"1400000US41051008901","Census Tract 89.01, Multnomah County, Oregon","3177","82","82","499","2661"
"1400000US41051009000","Census Tract 90, Multnomah County, Oregon","3405","55","55","270","3100"
"1400000US41051009202","Census Tract 92.02, Multnomah County, Oregon","1724","35","35","102","1593"
"1400000US41051009301","Census Tract 93.01, Multnomah County, Oregon","2286","23","23","246","2031"
"1400000US41051009801","Census Tract 98.01, Multnomah County, Oregon","1482","34","34","82","1391"
"1400000US41051008400","Census Tract 84, Multnomah County, Oregon","1586","53","53","176","1384"
"1400000US41051008902","Census Tract 89.02, Multnomah County, Oregon","1472","26","26","202","1259"
"1400000US41051009101","Census Tract 91.01, Multnomah County, Oregon","2026","85","85","186","1807"
"1400000US41051010002","Census Tract 100.02, Multnomah County, Oregon","1964","28","28","279","1676"
"1400000US41051007600","Census Tract 76, Multnomah County, Oregon","1328","37","37","155","1144"
"1400000US41051007700","Census Tract 77, Multnomah County, Oregon","804","26","26","83","701"
"1400000US41051008100","Census Tract 81, Multnomah County, Oregon","3116","36","36","251","2865"
"1400000US41051008700","Census Tract 87, Multnomah County, Oregon","1793","34","34","236","1557"
"1400000US41051009102","Census Tract 91.02, Multnomah County, Oregon","2278","111","111","366","1912"
"1400000US41051010402","Census Tract 104.02, Multnomah County, Oregon","2238","66","66","224","1964"
"1400000US41051009604","Census Tract 96.04, Multnomah County, Oregon","1910","7","7","167","1736"
"1400000US41051009605","Census Tract 96.05, Multnomah County, Oregon","2239","25","25","262","1977"
"1400000US41051009606","Census Tract 96.06, Multnomah County, Oregon","2020","48","48","168","1842"
"1400000US41051010408","Census Tract 104.08, Multnomah County, Oregon","2025","44","44","146","1879"
"1400000US41051010305","Census Tract 103.05, Multnomah County, Oregon","1518","23","23","191","1314"
"1400000US41051009702","Census Tract 97.02, Multnomah County, Oregon","2640","46","46","279","2361"
"1400000US41051009803","Census Tract 98.03, Multnomah County, Oregon","2651","20","20","181","2470"
"1400000US41051010304","Census Tract 103.04, Multnomah County, Oregon","1266","29","29","148","1106"
"1400000US41051007400","Census Tract 74, Multnomah County, Oregon","1396","4","4","121","1275"
"1400000US41051000701","Census Tract 7.01, Multnomah County, Oregon","2003","38","38","316","1666"
"1400000US41051001602","Census Tract 16.02, Multnomah County, Oregon","1779","66","66","330","1425"
"1400000US41051002802","Census Tract 28.02, Multnomah County, Oregon","1357","24","24","188","1169"
"1400000US41051003602","Census Tract 36.02, Multnomah County, Oregon","2472","20","20","270","2202"
"1400000US41051005100","Census Tract 51, Multnomah County, Oregon","5570","86","86","495","5043"
"1400000US41051006002","Census Tract 60.02, Multnomah County, Oregon","961","37","37","148","803"
"1400000US41051008600","Census Tract 86, Multnomah County, Oregon","1562","71","71","160","1385"
"1400000US41051007100","Census Tract 71, Multnomah County, Oregon","1095","67","67","202","882"
"1400000US41051008001","Census Tract 80.01, Multnomah County, Oregon","1352","22","22","156","1196"
"1400000US41051008500","Census Tract 85, Multnomah County, Oregon","1576","23","23","59","1504"
"1400000US41051000702","Census Tract 7.02, Multnomah County, Oregon","2009","34","34","252","1749"
"1400000US41051001801","Census Tract 18.01, Multnomah County, Oregon","2142","43","43","262","1862"
"1400000US41051001802","Census Tract 18.02, Multnomah County, Oregon","1664","7","7","249","1415"
"1400000US41051002100","Census Tract 21, Multnomah County, Oregon","1481","39","39","151","1309"
"1400000US41051002402","Census Tract 24.02, Multnomah County, Oregon","2002","50","50","372","1616"
"1400000US41051002903","Census Tract 29.03, Multnomah County, Oregon","2069","76","76","263","1763"
"1400000US41051003301","Census Tract 33.01, Multnomah County, Oregon","1332","19","19","108","1212"
"1400000US41051003702","Census Tract 37.02, Multnomah County, Oregon","1042","18","18","92","942"
"1400000US41051003801","Census Tract 38.01, Multnomah County, Oregon","1371","22","22","124","1225"
"1400000US41051004200","Census Tract 42, Multnomah County, Oregon","1910","7","7","245","1665"
"1400000US41051004700","Census Tract 47, Multnomah County, Oregon","2587","16","16","272","2315"
"1400000US41051006502","Census Tract 65.02, Multnomah County, Oregon","2063","33","33","219","1811"
"1400000US41051006802","Census Tract 68.02, Multnomah County, Oregon","1454","34","34","185","1252"
"1400000US41051007500","Census Tract 75, Multnomah County, Oregon","1782","53","53","226","1556"
"1400000US41051007800","Census Tract 78, Multnomah County, Oregon","785","6","6","101","682"
"1400000US41051008800","Census Tract 88, Multnomah County, Oregon","1620","42","42","199","1409"
